Employee_ID,Name,Age,Gender,City,Process_Country,Department,Process_Type,Shift
BPO14356,Miss Shirley Taylor,41,Female,Mumbai,UK,Customer Support,Email Support,Day Shift
BPO14357,Mr Vincent Jones,41,Female,Noida,UK,Hotel Booking,Email Support,Night Shift (US)
BPO14358,Lewis Hart-Knight,45,Female,Gurgaon,UK,Travel Insurance,Blended,Rotational
BPO14359,Christopher Alvarez,27,Female,Chennai,USA,Cruise Booking,Outbound Voice,Night Shift (US)
BPO14360,Dr Jordan Harrison,42,Female,Kolkata,UK,Hotel Booking,Chat Support,Day Shift
BPO14361,William Ellis,29,Male,Bangalore,USA,Corporate Travel Desk,Blended,Rotational
BPO14362,Mr James Williams,22,Female,Pune,UK,Cruise Booking,Chat Support,Day Shift
BPO14363,Marc Perkins,48,Male,Mumbai,UK,Corporate Travel Desk,Blended,Night Shift (US)
BPO14364,Thomas Ward,43,Male,Chennai,USA,Visa Processing,Chat Support,Day Shift
BPO14365,Suzanne Hughes,43,Male,Mumbai,UK,Travel Insurance,Email Support,Night Shift (UK)
BPO14366,Dr Hollie Taylor,27,Female,Pune,UK,Hotel Booking,Chat Support,Night Shift (UK)
BPO14367,Rita Singh,36,Male,Noida,UK,Customer Support,Chat Support,Night Shift (US)
BPO14368,Tracy Turner,43,Male,Chennai,UK,Holiday Packages,Blended,Night Shift (US)
BPO14369,Liam Lane,31,Male,Pune,UK,Cruise Booking,Inbound Voice,Night Shift (US)
BPO14370,Mr Martyn Hayward,22,Male,Pune,UK,Hotel Booking,Inbound Voice,Day Shift
BPO14371,Anthony Wallace,47,Female,Chennai,USA,Hotel Booking,Email Support,Day Shift
BPO14372,Kathleen Coleman,27,Female,Hyderabad,UK,Refunds & Cancellations,Inbound Voice,Night Shift (US)
BPO14373,Jesus Ford,48,Male,Pune,USA,Flight Reservations,Blended,Night Shift (US)
BPO14374,Sean Mcdaniel,37,Female,Chennai,USA,Flight Reservations,Blended,Rotational
BPO14375,Geoffrey Cooper,25,Male,Noida,UK,Hotel Booking,Inbound Voice,Night Shift (UK)
BPO14376,Jane Pratt,37,Male,Kolkata,UK,Corporate Travel Desk,Outbound Voice,Rotational
BPO14377,Christine Williamson-Brown,31,Female,Bangalore,UK,Visa Processing,Outbound Voice,Day Shift
BPO14378,Tracy Ramirez,25,Male,Chennai,USA,Customer Support,Inbound Voice,Rotational
BPO14379,Marie Nicholls,24,Female,Chennai,UK,Hotel Booking,Outbound Voice,Day Shift
BPO14380,Michael Crawford,27,Female,Hyderabad,USA,Hotel Booking,Email Support,Night Shift (US)
BPO14381,Mrs Annette Carr,37,Male,Mumbai,UK,Hotel Booking,Email Support,Rotational
BPO14382,Jacqueline Page,29,Male,Noida,UK,Visa Processing,Outbound Voice,Day Shift
BPO14383,Jeffrey Small,42,Male,Mumbai,USA,Visa Processing,Blended,Night Shift (US)
BPO14384,Dr Frances Lamb,46,Female,Bangalore,UK,Visa Processing,Email Support,Night Shift (US)
BPO14385,Christopher Bartlett,39,Female,Mumbai,UK,Visa Processing,Outbound Voice,Night Shift (UK)
BPO14386,Beth Ayala,40,Female,Hyderabad,USA,Travel Insurance,Chat Support,Night Shift (UK)
BPO14387,Elizabeth Hardy,46,Female,Chennai,USA,Refunds & Cancellations,Inbound Voice,Day Shift
BPO14388,Tasha Lopez,30,Male,Noida,USA,Flight Reservations,Email Support,Night Shift (UK)
BPO14389,Janet Rogers,40,Male,Mumbai,USA,Refunds & Cancellations,Email Support,Rotational
BPO14390,Joseph Johnson,47,Female,Mumbai,USA,Cruise Booking,Blended,Day Shift
BPO14391,Jennifer Ferguson,43,Male,Kolkata,UK,Refunds & Cancellations,Email Support,Day Shift
BPO14392,Amanda Mercer,32,Male,Gurgaon,USA,Flight Reservations,Chat Support,Rotational
BPO14393,Jose Osborn,35,Male,Bangalore,USA,Holiday Packages,Outbound Voice,Rotational
BPO14394,Dr Damian Dobson,44,Male,Noida,UK,Visa Processing,Outbound Voice,Night Shift (UK)
BPO14395,Ms Anna Pollard,23,Male,Gurgaon,UK,Cruise Booking,Chat Support,Rotational
BPO14396,Janet Willis,45,Male,Kolkata,UK,Customer Support,Blended,Night Shift (UK)
BPO14397,Eileen Morris-Williams,48,Female,Mumbai,UK,Hotel Booking,Blended,Night Shift (US)
BPO14398,Megan Bibi,44,Female,Hyderabad,UK,Hotel Booking,Inbound Voice,Day Shift
BPO14399,Samantha Ali,42,Male,Chennai,UK,Corporate Travel Desk,Inbound Voice,Night Shift (US)
BPO14400,Mrs Shirley Walker,25,Female,Chennai,UK,Corporate Travel Desk,Email Support,Day Shift
BPO14401,Margaret Odom,26,Female,Hyderabad,USA,Visa Processing,Outbound Voice,Night Shift (US)
BPO14402,Maurice Tanner,46,Male,Pune,USA,Cruise Booking,Email Support,Night Shift (US)
BPO14403,Jennifer Russell,44,Male,Gurgaon,USA,Travel Insurance,Blended,Night Shift (US)
BPO14404,Sian Morley,28,Male,Bangalore,UK,Flight Reservations,Email Support,Night Shift (US)
BPO14405,Jermaine Warner,26,Female,Noida,USA,Holiday Packages,Chat Support,Night Shift (UK)
BPO14406,Mrs Andrea Clarke,25,Male,Pune,UK,Corporate Travel Desk,Outbound Voice,Day Shift
BPO14407,Joshua Mendoza,40,Female,Pune,USA,Refunds & Cancellations,Chat Support,Night Shift (US)
BPO14408,Jade Moran,29,Male,Chennai,UK,Visa Processing,Email Support,Rotational
BPO14409,Brian Brown,41,Female,Mumbai,USA,Hotel Booking,Outbound Voice,Night Shift (UK)
BPO14410,Shane Stanley,31,Male,Pune,UK,Flight Reservations,Chat Support,Day Shift
BPO14411,Joseph Cook,37,Male,Hyderabad,USA,Refunds & Cancellations,Chat Support,Night Shift (US)
BPO14412,Jean White,34,Male,Noida,USA,Flight Reservations,Inbound Voice,Night Shift (US)
BPO14413,Leigh Burgess,21,Female,Gurgaon,UK,Visa Processing,Outbound Voice,Night Shift (UK)
BPO14414,Alexandra Mcneil,25,Male,Pune,USA,Customer Support,Chat Support,Night Shift (US)
BPO14415,Callum Howe,27,Female,Mumbai,UK,Customer Support,Blended,Day Shift
BPO14416,Dr Molly Hall,45,Male,Pune,UK,Hotel Booking,Email Support,Rotational
BPO14417,Kenneth Kline,24,Female,Chennai,USA,Holiday Packages,Blended,Rotational
BPO14418,Ben Ellis,21,Male,Noida,UK,Flight Reservations,Chat Support,Night Shift (UK)
BPO14419,Geoffrey Smart,29,Male,Pune,UK,Holiday Packages,Inbound Voice,Rotational
BPO14420,Dr Sian Cooper,29,Female,Pune,UK,Flight Reservations,Blended,Night Shift (UK)
BPO14421,Ms Stacey Harrison,46,Female,Pune,UK,Hotel Booking,Chat Support,Day Shift
BPO14422,Andrea Bolton,34,Female,Gurgaon,UK,Holiday Packages,Outbound Voice,Day Shift
BPO14423,Rebecca Dawson,30,Male,Bangalore,USA,Cruise Booking,Inbound Voice,Night Shift (UK)
BPO14424,Michael Banks,41,Female,Chennai,USA,Hotel Booking,Outbound Voice,Day Shift
BPO14425,Joel Johnson,47,Male,Mumbai,UK,Cruise Booking,Outbound Voice,Night Shift (US)
BPO14426,John Anderson,25,Male,Mumbai,USA,Refunds & Cancellations,Blended,Night Shift (US)
BPO14427,Jade Sims-Taylor,41,Female,Hyderabad,UK,Customer Support,Chat Support,Night Shift (UK)
BPO14428,William Mitchell,43,Female,Kolkata,USA,Holiday Packages,Outbound Voice,Night Shift (UK)
BPO14429,Austin Cuevas,40,Female,Pune,USA,Hotel Booking,Inbound Voice,Day Shift
BPO14430,Miss Hollie Khan,45,Male,Mumbai,UK,Cruise Booking,Blended,Rotational
BPO14431,Molly Fernandez,35,Female,Gurgaon,USA,Holiday Packages,Inbound Voice,Night Shift (US)
BPO14432,Teresa Martin,35,Female,Pune,USA,Customer Support,Inbound Voice,Night Shift (UK)
BPO14433,Mohammad Collins-Davies,46,Male,Kolkata,UK,Hotel Booking,Blended,Rotational
BPO14434,Kenneth Torres,46,Female,Gurgaon,USA,Visa Processing,Blended,Night Shift (US)
BPO14435,Diana Brown,43,Female,Hyderabad,UK,Cruise Booking,Blended,Night Shift (US)
BPO14436,Patrick Booth,31,Female,Chennai,USA,Corporate Travel Desk,Chat Support,Rotational
BPO14437,Marion Wilson,40,Male,Bangalore,UK,Customer Support,Email Support,Night Shift (US)
BPO14438,Nicole Snyder,43,Female,Mumbai,USA,Corporate Travel Desk,Email Support,Night Shift (US)
BPO14439,Amy Wilson,48,Female,Mumbai,UK,Hotel Booking,Inbound Voice,Rotational
BPO14440,Roy Mosley,38,Female,Kolkata,USA,Flight Reservations,Inbound Voice,Night Shift (UK)
BPO14441,Theresa Romero,26,Male,Noida,USA,Customer Support,Email Support,Rotational
BPO14442,Sharon Moore,21,Male,Hyderabad,USA,Corporate Travel Desk,Email Support,Day Shift
BPO14443,Manuel Richardson,42,Male,Pune,USA,Corporate Travel Desk,Chat Support,Rotational
BPO14444,William Green,44,Male,Noida,USA,Corporate Travel Desk,Blended,Night Shift (US)
BPO14445,Hugh Hughes,24,Female,Chennai,UK,Flight Reservations,Outbound Voice,Night Shift (US)
BPO14446,Adam Gardner,44,Female,Gurgaon,UK,Refunds & Cancellations,Chat Support,Rotational
BPO14447,Lisa Mcconnell,38,Female,Noida,USA,Corporate Travel Desk,Email Support,Night Shift (US)
BPO14448,Nathaniel Thomas,43,Male,Pune,USA,Corporate Travel Desk,Outbound Voice,Rotational
BPO14449,Sam Wright,40,Female,Hyderabad,UK,Cruise Booking,Email Support,Night Shift (UK)
BPO14450,Heather Coates-Daly,29,Male,Pune,UK,Corporate Travel Desk,Email Support,Night Shift (US)
BPO14451,Guy Richards,25,Female,Mumbai,UK,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO14452,Ms Lynne Bates,47,Female,Bangalore,UK,Holiday Packages,Inbound Voice,Night Shift (UK)
BPO14453,Kaitlyn Mcclain,31,Male,Mumbai,USA,Flight Reservations,Email Support,Rotational
BPO14454,Jamie Taylor,37,Female,Kolkata,UK,Refunds & Cancellations,Outbound Voice,Rotational
BPO14455,Dr Patrick Griffiths,34,Male,Chennai,UK,Corporate Travel Desk,Blended,Night Shift (UK)
BPO14456,James Moore,30,Male,Kolkata,USA,Customer Support,Inbound Voice,Rotational
BPO14457,Jessica Joseph,46,Female,Kolkata,USA,Holiday Packages,Inbound Voice,Night Shift (US)
BPO14458,Mr Hugh Hart,42,Male,Pune,UK,Corporate Travel Desk,Blended,Night Shift (US)
BPO14459,Dr Justin Chambers,39,Male,Gurgaon,UK,Customer Support,Outbound Voice,Night Shift (UK)
BPO14460,Hannah Cooper-Berry,21,Male,Noida,UK,Holiday Packages,Blended,Night Shift (UK)
BPO14461,Jacqueline Collins,38,Female,Pune,USA,Visa Processing,Outbound Voice,Day Shift
BPO14462,Randall Acosta,47,Female,Mumbai,USA,Customer Support,Outbound Voice,Rotational
BPO14463,Alan Mcgee,31,Female,Bangalore,USA,Travel Insurance,Blended,Rotational
BPO14464,Steven Garrison,29,Male,Noida,USA,Visa Processing,Outbound Voice,Night Shift (US)
BPO14465,Christian Shaw,36,Female,Bangalore,UK,Travel Insurance,Email Support,Night Shift (UK)
BPO14466,Dominic Reeves,39,Male,Mumbai,USA,Cruise Booking,Chat Support,Night Shift (UK)
BPO14467,Claire Jones,22,Male,Pune,UK,Flight Reservations,Email Support,Day Shift
BPO14468,Christopher Green,29,Male,Noida,UK,Holiday Packages,Chat Support,Night Shift (UK)
BPO14469,Amy Harding,39,Female,Kolkata,UK,Holiday Packages,Inbound Voice,Night Shift (US)
BPO14470,Ryan Mcbride,38,Male,Bangalore,USA,Visa Processing,Email Support,Day Shift
BPO14471,Dominic Mitchell,31,Male,Kolkata,UK,Holiday Packages,Inbound Voice,Night Shift (US)
BPO14472,James Bartlett,48,Male,Noida,USA,Flight Reservations,Chat Support,Rotational
BPO14473,Dr Cheryl Smith,30,Female,Mumbai,UK,Customer Support,Inbound Voice,Night Shift (UK)
BPO14474,Patrick Carter,32,Female,Mumbai,UK,Cruise Booking,Inbound Voice,Night Shift (US)
BPO14475,Lindsey Mitchell,27,Female,Chennai,UK,Flight Reservations,Email Support,Rotational
BPO14476,Cameron Fisher,45,Female,Noida,UK,Customer Support,Outbound Voice,Rotational
BPO14477,Geoffrey Pollard,48,Male,Pune,UK,Travel Insurance,Email Support,Day Shift
BPO14478,Richard Robinson,37,Male,Noida,USA,Holiday Packages,Blended,Rotational
BPO14479,Stacy Campbell,34,Male,Gurgaon,USA,Visa Processing,Outbound Voice,Day Shift
BPO14480,Miss Cheryl Allan,32,Female,Pune,UK,Holiday Packages,Inbound Voice,Rotational
BPO14481,Victor Carpenter,34,Female,Pune,USA,Hotel Booking,Chat Support,Day Shift
BPO14482,Daniel Lewis,22,Male,Noida,USA,Customer Support,Chat Support,Night Shift (UK)
BPO14483,Mark Tyler,35,Female,Kolkata,USA,Visa Processing,Inbound Voice,Rotational
BPO14484,Nicholas Thomas,44,Male,Noida,USA,Customer Support,Outbound Voice,Day Shift
BPO14485,Sandy Munoz,39,Female,Gurgaon,USA,Hotel Booking,Inbound Voice,Night Shift (UK)
BPO14486,Andrew Wu,21,Female,Bangalore,USA,Visa Processing,Outbound Voice,Rotational
BPO14487,Heather Smith,48,Male,Gurgaon,USA,Visa Processing,Blended,Night Shift (US)
BPO14488,Dr Owen Roberts,35,Female,Gurgaon,UK,Corporate Travel Desk,Inbound Voice,Night Shift (UK)
BPO14489,Marilyn Stokes-Harvey,40,Female,Kolkata,UK,Refunds & Cancellations,Blended,Rotational
BPO14490,Ryan Robinson,38,Male,Pune,USA,Holiday Packages,Outbound Voice,Night Shift (US)
BPO14491,Ashlee Gonzalez,43,Male,Bangalore,USA,Visa Processing,Email Support,Day Shift
BPO14492,Dr Lindsey Reynolds,29,Female,Chennai,UK,Cruise Booking,Blended,Night Shift (UK)
BPO14493,Reginald Anderson,44,Female,Kolkata,USA,Holiday Packages,Inbound Voice,Rotational
BPO14494,Joseph Davis,41,Female,Hyderabad,USA,Corporate Travel Desk,Outbound Voice,Night Shift (UK)
BPO14495,Mr Declan Hayward,26,Female,Kolkata,UK,Customer Support,Email Support,Rotational
BPO14496,Andrea Shaw,36,Female,Hyderabad,UK,Flight Reservations,Email Support,Day Shift
BPO14497,Mrs Judith Lucas,34,Female,Kolkata,UK,Corporate Travel Desk,Email Support,Day Shift
BPO14498,Victoria Gill,23,Male,Kolkata,UK,Visa Processing,Blended,Night Shift (UK)
BPO14499,Lisa Calderon,33,Male,Gurgaon,USA,Refunds & Cancellations,Outbound Voice,Rotational
BPO14500,Michael Grimes,43,Female,Hyderabad,USA,Hotel Booking,Email Support,Day Shift
BPO14501,Michele Jackson,31,Male,Kolkata,USA,Hotel Booking,Blended,Rotational
BPO14502,Erica Beasley,31,Female,Chennai,USA,Refunds & Cancellations,Blended,Day Shift
BPO14503,Michael Frye DVM,23,Female,Chennai,USA,Travel Insurance,Email Support,Night Shift (UK)
BPO14504,Aaron Garza,25,Female,Noida,USA,Hotel Booking,Outbound Voice,Night Shift (UK)
BPO14505,Stephen Smith,38,Female,Noida,USA,Cruise Booking,Chat Support,Day Shift
BPO14506,Tracy Price,46,Male,Bangalore,UK,Hotel Booking,Blended,Night Shift (UK)
BPO14507,Julie Morrison,37,Female,Pune,USA,Hotel Booking,Email Support,Day Shift
BPO14508,Connor Harvey,36,Male,Mumbai,UK,Visa Processing,Inbound Voice,Rotational
BPO14509,Hannah Hilton,41,Male,Pune,UK,Corporate Travel Desk,Chat Support,Day Shift
BPO14510,Anna Osborne,28,Male,Chennai,UK,Refunds & Cancellations,Blended,Night Shift (UK)
BPO14511,Mr Mark Baker,40,Female,Kolkata,UK,Visa Processing,Chat Support,Rotational
BPO14512,Patrick Martin,42,Male,Mumbai,USA,Hotel Booking,Inbound Voice,Day Shift
BPO14513,Misty Gray,22,Female,Pune,USA,Hotel Booking,Email Support,Night Shift (UK)
BPO14514,Marissa Patel,44,Male,Pune,USA,Cruise Booking,Inbound Voice,Night Shift (US)
BPO14515,Mrs Jacqueline Spencer,42,Female,Kolkata,UK,Visa Processing,Outbound Voice,Night Shift (US)
BPO14516,Kevin Wagner,23,Male,Gurgaon,USA,Corporate Travel Desk,Chat Support,Rotational
BPO14517,Mr Nigel Brookes,41,Female,Mumbai,UK,Customer Support,Blended,Rotational
BPO14518,Miss Paula Coleman,40,Female,Hyderabad,UK,Travel Insurance,Outbound Voice,Night Shift (UK)
BPO14519,Norman Griffith,33,Female,Gurgaon,USA,Flight Reservations,Chat Support,Day Shift
BPO14520,Rachel Dale,30,Male,Mumbai,UK,Customer Support,Email Support,Night Shift (UK)
BPO14521,Daniel Garcia,46,Female,Bangalore,USA,Customer Support,Outbound Voice,Rotational
BPO14522,Elizabeth Coffey,48,Female,Chennai,USA,Holiday Packages,Blended,Rotational
BPO14523,Dr Clifford Phillips,38,Male,Chennai,UK,Flight Reservations,Blended,Night Shift (UK)
BPO14524,Roy Hill,36,Male,Kolkata,UK,Travel Insurance,Blended,Day Shift
BPO14525,Marian Kennedy,37,Female,Chennai,UK,Refunds & Cancellations,Blended,Day Shift
BPO14526,Alexandra Carter,29,Male,Pune,UK,Customer Support,Chat Support,Rotational
BPO14527,Tamara Sellers,30,Male,Mumbai,USA,Corporate Travel Desk,Chat Support,Night Shift (UK)
BPO14528,Ms Josephine Steele,21,Female,Noida,UK,Visa Processing,Chat Support,Night Shift (UK)
BPO14529,Randy Cooke,31,Male,Kolkata,USA,Hotel Booking,Inbound Voice,Day Shift
BPO14530,George Tate,43,Male,Mumbai,USA,Hotel Booking,Blended,Night Shift (UK)
BPO14531,Jennifer Smith,42,Female,Mumbai,UK,Customer Support,Outbound Voice,Day Shift
BPO14532,Felicia Richardson,32,Female,Bangalore,USA,Refunds & Cancellations,Outbound Voice,Day Shift
BPO14533,Julian Gray,44,Male,Hyderabad,UK,Refunds & Cancellations,Inbound Voice,Day Shift
BPO14534,Emily Reynolds,25,Female,Hyderabad,USA,Visa Processing,Chat Support,Rotational
BPO14535,Teresa Jones,21,Female,Mumbai,USA,Travel Insurance,Blended,Night Shift (US)
BPO14536,Mrs Alexandra Morgan,46,Male,Gurgaon,UK,Hotel Booking,Chat Support,Rotational
BPO14537,Maurice James,40,Female,Kolkata,UK,Travel Insurance,Email Support,Day Shift
BPO14538,Mrs Kayleigh Phillips,26,Male,Kolkata,UK,Hotel Booking,Email Support,Night Shift (UK)
BPO14539,Paul Davies,46,Male,Bangalore,UK,Travel Insurance,Email Support,Day Shift
BPO14540,Peter Burke,26,Female,Mumbai,UK,Refunds & Cancellations,Inbound Voice,Night Shift (UK)
BPO14541,Edward Davis,46,Male,Gurgaon,UK,Holiday Packages,Email Support,Rotational
BPO14542,Gemma Stone-Wilkinson,39,Female,Kolkata,UK,Cruise Booking,Chat Support,Night Shift (UK)
BPO14543,Dr Albert Page,37,Female,Kolkata,UK,Travel Insurance,Inbound Voice,Night Shift (US)
BPO14544,Christine Edwards,21,Male,Gurgaon,UK,Customer Support,Email Support,Day Shift
BPO14545,Mr Marcus Walters,40,Female,Gurgaon,UK,Corporate Travel Desk,Chat Support,Day Shift
BPO14546,Matthew Diaz,29,Female,Noida,USA,Refunds & Cancellations,Blended,Day Shift
BPO14547,Shelly Boyd,25,Female,Hyderabad,USA,Travel Insurance,Email Support,Night Shift (US)
BPO14548,Mrs Deborah Walker,44,Female,Chennai,UK,Hotel Booking,Inbound Voice,Night Shift (UK)
BPO14549,Ms Carolyn Bowen,38,Female,Gurgaon,UK,Visa Processing,Outbound Voice,Day Shift
BPO14550,Lynda Jones,21,Female,Mumbai,UK,Travel Insurance,Blended,Day Shift
BPO14551,Marian Barrett,28,Male,Chennai,UK,Flight Reservations,Outbound Voice,Night Shift (US)
BPO14552,Thomas Willis,41,Female,Noida,UK,Customer Support,Inbound Voice,Night Shift (US)
BPO14553,Miss June Nicholls,42,Male,Kolkata,UK,Hotel Booking,Blended,Rotational
BPO14554,Matthew Roberson,30,Female,Kolkata,USA,Cruise Booking,Email Support,Night Shift (US)
BPO14555,Reginald Lee,46,Male,Gurgaon,USA,Hotel Booking,Outbound Voice,Day Shift
BPO14556,Fiona Palmer,38,Male,Kolkata,UK,Refunds & Cancellations,Inbound Voice,Rotational
BPO14557,Ms Sharon Hart,23,Female,Hyderabad,UK,Cruise Booking,Blended,Night Shift (UK)
BPO14558,Mohammed Cross,33,Male,Mumbai,UK,Holiday Packages,Chat Support,Night Shift (UK)
BPO14559,Linda Bell,37,Male,Gurgaon,USA,Refunds & Cancellations,Blended,Night Shift (US)
BPO14560,Cheryl Butler,25,Male,Gurgaon,UK,Refunds & Cancellations,Blended,Rotational
BPO14561,Frank Webb-Page,39,Male,Mumbai,UK,Travel Insurance,Email Support,Night Shift (UK)
BPO14562,Mrs. Margaret Phillips,38,Male,Hyderabad,USA,Corporate Travel Desk,Inbound Voice,Night Shift (UK)
BPO14563,Marc Hernandez,22,Male,Bangalore,USA,Customer Support,Outbound Voice,Rotational
BPO14564,Emily Swanson,46,Male,Noida,USA,Visa Processing,Inbound Voice,Night Shift (US)
BPO14565,Nicole Payne,33,Female,Hyderabad,UK,Visa Processing,Email Support,Rotational
BPO14566,Ms June Wright,25,Female,Mumbai,UK,Visa Processing,Email Support,Night Shift (US)
BPO14567,Louis Coleman,44,Female,Pune,UK,Customer Support,Outbound Voice,Day Shift
BPO14568,Amelia Smith-Pollard,35,Male,Hyderabad,UK,Corporate Travel Desk,Inbound Voice,Day Shift
BPO14569,Angela Morley-Fleming,26,Male,Noida,UK,Travel Insurance,Chat Support,Night Shift (UK)
BPO14570,Yvonne Foster-Russell,28,Female,Chennai,UK,Visa Processing,Outbound Voice,Night Shift (US)
BPO14571,Yvonne Nicholls,36,Male,Pune,UK,Travel Insurance,Chat Support,Night Shift (US)
BPO14572,Mr Jason Shaw,37,Female,Kolkata,UK,Customer Support,Inbound Voice,Night Shift (US)
BPO14573,Mr Timothy Todd,28,Male,Gurgaon,UK,Refunds & Cancellations,Chat Support,Rotational
BPO14574,Teresa Davis,30,Male,Hyderabad,USA,Flight Reservations,Outbound Voice,Night Shift (UK)
BPO14575,Dr Brett Green,31,Female,Chennai,UK,Refunds & Cancellations,Blended,Night Shift (US)
BPO14576,Geraldine Brown-Cunningham,35,Male,Hyderabad,UK,Hotel Booking,Inbound Voice,Rotational
BPO14577,Miss Marie Dale,38,Male,Mumbai,UK,Holiday Packages,Chat Support,Rotational
BPO14578,Hilary Nicholson,28,Female,Mumbai,UK,Holiday Packages,Blended,Day Shift
BPO14579,Mrs Ashleigh Hooper,29,Female,Chennai,UK,Corporate Travel Desk,Outbound Voice,Night Shift (US)
BPO14580,Natalie Hughes,43,Male,Bangalore,USA,Visa Processing,Chat Support,Night Shift (UK)
BPO14581,Ms Jane Brown,38,Female,Kolkata,UK,Flight Reservations,Inbound Voice,Rotational
BPO14582,Karen Washington,28,Female,Mumbai,USA,Travel Insurance,Outbound Voice,Rotational
BPO14583,Mr Malcolm Davis,22,Female,Chennai,UK,Flight Reservations,Blended,Night Shift (UK)
BPO14584,Connie Sharp,22,Male,Gurgaon,USA,Flight Reservations,Outbound Voice,Night Shift (US)
BPO14585,Jeremy Ramirez,43,Male,Noida,USA,Refunds & Cancellations,Email Support,Day Shift
BPO14586,Liam Jones,25,Male,Noida,UK,Cruise Booking,Email Support,Day Shift
BPO14587,Mr Cameron Miller,38,Male,Pune,UK,Refunds & Cancellations,Inbound Voice,Day Shift
BPO14588,Guy James,47,Male,Noida,UK,Corporate Travel Desk,Chat Support,Night Shift (US)
BPO14589,Dr Cameron Johnson,33,Female,Pune,UK,Visa Processing,Email Support,Rotational
BPO14590,Anne Cameron,37,Female,Bangalore,USA,Cruise Booking,Email Support,Night Shift (UK)
BPO14591,Joshua Shaw,42,Female,Kolkata,UK,Travel Insurance,Chat Support,Rotational
BPO14592,Grace Smith,39,Female,Mumbai,UK,Cruise Booking,Inbound Voice,Night Shift (UK)
BPO14593,Sam Scott,41,Male,Chennai,UK,Visa Processing,Blended,Day Shift
BPO14594,Mohammad Russell,24,Female,Mumbai,UK,Travel Insurance,Inbound Voice,Night Shift (US)
BPO14595,Laura Hall,26,Female,Gurgaon,UK,Cruise Booking,Outbound Voice,Day Shift
BPO14596,Roger Anderson,42,Male,Bangalore,UK,Holiday Packages,Chat Support,Day Shift
BPO14597,Sabrina Wilson,40,Male,Bangalore,USA,Travel Insurance,Chat Support,Rotational
BPO14598,Antony Bray,43,Female,Mumbai,UK,Visa Processing,Inbound Voice,Night Shift (US)
BPO14599,Sherry Cruz,46,Male,Kolkata,USA,Holiday Packages,Blended,Night Shift (UK)
BPO14600,Stewart Davey,27,Male,Gurgaon,UK,Travel Insurance,Inbound Voice,Night Shift (US)
BPO14601,Gerard Lawrence,42,Male,Gurgaon,UK,Hotel Booking,Outbound Voice,Night Shift (UK)
BPO14602,Miss Carol Marshall,21,Male,Noida,UK,Holiday Packages,Outbound Voice,Night Shift (UK)
BPO14603,Ronald Young,39,Female,Bangalore,USA,Visa Processing,Inbound Voice,Day Shift
BPO14604,Mrs Melissa Wilkins,43,Male,Mumbai,UK,Corporate Travel Desk,Blended,Night Shift (UK)
BPO14605,Joseph Harper,43,Male,Hyderabad,USA,Corporate Travel Desk,Blended,Night Shift (UK)
BPO14606,Sean Jones,25,Male,Gurgaon,USA,Cruise Booking,Chat Support,Rotational
BPO14607,Scott Hamilton,23,Male,Bangalore,USA,Customer Support,Chat Support,Night Shift (US)
BPO14608,Jean Ahmed,46,Female,Kolkata,UK,Hotel Booking,Outbound Voice,Night Shift (US)
BPO14609,Henry Collins,43,Male,Kolkata,UK,Holiday Packages,Blended,Rotational
BPO14610,April Martin,26,Female,Noida,USA,Travel Insurance,Outbound Voice,Day Shift
BPO14611,Joshua Alexander,25,Male,Gurgaon,USA,Hotel Booking,Outbound Voice,Day Shift
BPO14612,Tonya Lawson,22,Male,Hyderabad,USA,Travel Insurance,Blended,Day Shift
BPO14613,Matthew Dixon,40,Male,Bangalore,USA,Holiday Packages,Email Support,Night Shift (UK)
BPO14614,Phillip Rowley,26,Male,Bangalore,UK,Hotel Booking,Blended,Day Shift
BPO14615,Joshua Gardner,23,Male,Noida,USA,Cruise Booking,Email Support,Night Shift (US)
BPO14616,Kimberly Salazar,35,Male,Noida,USA,Holiday Packages,Email Support,Rotational
BPO14617,Samuel Alexander,30,Male,Kolkata,USA,Hotel Booking,Inbound Voice,Night Shift (US)
BPO14618,Margaret Francis,40,Male,Kolkata,USA,Travel Insurance,Inbound Voice,Night Shift (UK)
BPO14619,Amber Johnson,24,Male,Noida,USA,Visa Processing,Inbound Voice,Night Shift (US)
BPO14620,Allan Yates-Bowen,46,Female,Mumbai,UK,Holiday Packages,Inbound Voice,Rotational
BPO14621,Courtney Sellers,29,Female,Chennai,USA,Cruise Booking,Inbound Voice,Rotational
BPO14622,Angela Hall,32,Male,Mumbai,UK,Corporate Travel Desk,Outbound Voice,Night Shift (US)
BPO14623,Scott Cole,47,Female,Noida,USA,Hotel Booking,Email Support,Day Shift
BPO14624,Kenneth Spears,42,Female,Bangalore,USA,Hotel Booking,Inbound Voice,Night Shift (UK)
BPO14625,Mr Derek Jordan,48,Male,Noida,UK,Holiday Packages,Outbound Voice,Day Shift
BPO14626,Conor Davies,33,Female,Pune,UK,Flight Reservations,Chat Support,Night Shift (UK)
BPO14627,Joyce Coleman,40,Female,Chennai,UK,Customer Support,Outbound Voice,Night Shift (US)
BPO14628,Anthony Walsh,43,Female,Pune,USA,Flight Reservations,Email Support,Day Shift
BPO14629,Dr Bradley Lawrence,37,Male,Pune,UK,Corporate Travel Desk,Inbound Voice,Night Shift (UK)
